,Average Daily Returns,Beta Alpha,Sharpe Ratio,Piotroski F-Score,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield
ADMF.JK,0.0008229426768669603,"{'beta': array([-0.014]), 'alpha': array([0.001])}",0.8,"{'net_income': 1025573000000.0, 'roa': 0.035111068552502955, 'op_revenue_v_net_income_margin': 6743565000000.0, 'lt_debt_decreased_percent': 26.024990171507312, 'current_ratio': 0.7257581833350663}",16.683928392274517,1025.573,13.114619827160036,2.0230014314215317,,12.802959439041839,115.08490706319702
ADMG.JK,0.0007223927827197915,"{'beta': array([0.055]), 'alpha': array([0.001])}",0.39,"{'op_revenue_v_net_income_margin': 191380693.0, 'current_ratio': 0.1787915663215984}",-19.706240755979977,-0.00994244158266637,-13578.153703750062,0.0,,-22.917409815686398,0.0
ADMR.JK,0.005883093898803724,,1.82,"{'op_revenue_v_net_income_margin': 151589365.0, 'lt_debt_decreased_percent': 22.907885477953638, 'current_ratio': 0.69698350351677}",-73.20474247094037,-0.0006918746933244866,-1943993.6349416384,1.6457253919137433,,-10.985183454584142,0.0
ADRO.JK,0.0013763285016886045,"{'beta': array([0.03]), 'alpha': array([0.001])}",0.82,"{'net_income': 146927000.0, 'roa': 0.023023659083052653, 'op_revenue_v_net_income_margin': 2387915000.0, 'lt_debt_decreased_percent': 35.24824610559503, 'current_ratio': 0.38076108591527535}",-36.51337259480885,0.004757813795804562,554876.6961683013,0.3877222646063662,,3.9580774121247386,63.68825757575757
AEGS.JK,0.0019838119457408405,,0.54,{},,,0.0,0.0,,,0.0
AGAR.JK,-0.0011951145568823065,"{'beta': array([-0.013]), 'alpha': array([-0.001])}",-0.54,{},,,0.0,0.0,,,0.0
AGII.JK,0.0018296271092903766,"{'beta': array([-0.058]), 'alpha': array([0.002])}",0.82,"{'net_income': 96412000000.0, 'roa': 0.013538238939273391, 'op_revenue_v_net_income_margin': 2091767000000.0, 'lt_debt_decreased_percent': 18.722940516052137, 'current_ratio': 0.525077449027994}",-20.104841038800387,31.438763013140925,47.39372218230096,1.011053875676342,,2.899077161783853,1.4310738255033557
AGRO.JK,0.0019415590023377763,"{'beta': array([-0.177]), 'alpha': array([0.002])}",0.68,"{'net_income': 31260682000.0, 'operating_cashflow': 763032452000.0, 'roa': 0.0011158355422653684, 'op_revenue_v_net_income_margin': 693280739000.0, 'current_ratio': 0.8469528869633396}",-26.016782224875605,1.2635428826162498,220.01627631694024,0.17012913597175922,775550251000.0,0.729079771663569,3.3044460431654676
AGRS.JK,0.0011861737555839988,"{'beta': array([0.173]), 'alpha': array([0.001])}",0.41,"{'op_revenue_v_net_income_margin': 397400000000.0, 'lt_debt_decreased_percent': 35.165445789858914, 'current_ratio': 0.8072020243484015, 'percent_shares_outstanding': 20.156312438617725}",-43.2417547065409,-4.683499936262688,-16.227180748217545,2.970510083760826,-2396417000000.0,-9.30937269388232,0.0
AHAP.JK,0.0016956045738019333,"{'beta': array([0.019]), 'alpha': array([0.002])}",0.59,{},,,0.0,0.0,,,16.279259712230218
AIMS.JK,0.0032605484712230435,"{'beta': array([0.002]), 'alpha': array([0.003])}",0.83,{},,,0.0,0.0,,,0.17857142857142858
AISA.JK,0.00025667751740595204,"{'beta': array([0.048]), 'alpha': array([0.])}",0.12,"{'net_income': 1205212000000.0, 'roa': 0.5991438472785012, 'op_revenue_v_net_income_margin': 78119000000.0, 'current_ratio': 0.5775068765140635, 'percent_shares_outstanding': 46.83986778066539}",-15.619125518861132,8927.496296296296,0.014561753450845162,0.3802871698467901,,141.60306419776293,17.692307692307693
AKKU.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
AKPI.JK,0.0016601879213019363,"{'beta': array([-0.21]), 'alpha': array([0.002])}",0.68,"{'net_income': 66015377000.0, 'roa': 0.024965466469432176, 'op_revenue_v_net_income_margin': 2164097716000.0, 'lt_debt_decreased_percent': 47.40590566313388, 'current_ratio': 0.5031188593159831}",-17.493666742863628,107.82456945551476,6.352911988974932,0.8496370372000089,,5.024103951420846,30.0
AKRA.JK,0.0016190974892855447,"{'beta': array([-0.075]), 'alpha': array([0.002])}",1.04,"{'net_income': 924918465000.0, 'roa': 0.049504368043430884, 'op_revenue_v_net_income_margin': 16791009646000.0, 'current_ratio': 0.43499263355427986}",-31.08538285747544,46.86168428189014,37.45063855244797,0.5268672630491971,,10.56762571943213,28.512820512820515
AKSI.JK,0.0002673988993498857,"{'beta': array([0.102]), 'alpha': array([0.])}",0.07,{},,,0.0,0.0,,,2.9629629629629632
ALDO.JK,0.0013164259303370274,"{'beta': array([-0.024]), 'alpha': array([0.001])}",0.59,"{'net_income': 50564693566.0, 'roa': 0.05302772717657046, 'op_revenue_v_net_income_margin': 1055356189683.0, 'lt_debt_decreased_percent': 65.0290848829002, 'current_ratio': 0.3811311096705023, 'percent_shares_outstanding': 0.10790634551738752}",-24.10993082596827,37.445341367856095,20.69683361640487,1.2142126937826834,,11.01265447590591,1.0260943225806451
ALII.JK,,,,"{'op_revenue_v_net_income_margin': 131671842000.0, 'current_ratio': 0.9922287164418438}",-86.68206656990745,,0.0,0.0,,645.5618538142976,0.0
ALKA.JK,0.0014811521056027662,"{'beta': array([0.179]), 'alpha': array([0.001])}",0.42,{},,,0.0,0.0,,,0.0
ALMI.JK,0.000544893222037686,"{'beta': array([0.054]), 'alpha': array([0.001])}",0.2,"{'op_revenue_v_net_income_margin': 86930547.0, 'percent_shares_outstanding': 30.211480388892948}",-33.57353338504682,-0.004957187106918239,-23198.6401803366,-1.4584218398629514,,99.12884683417853,173.91304347826087
ALTO.JK,-0.0017878935014754252,"{'beta': array([0.082]), 'alpha': array([-0.002])}",-0.85,{},,,0.0,0.0,,,0.0
AMAG.JK,0.00027844237884043624,"{'beta': array([0.049]), 'alpha': array([0.])}",0.2,"{'net_income': 107253266000.0, 'roa': 0.022640979891140802, 'op_revenue_v_net_income_margin': 682780349000.0, 'current_ratio': 0.5764577631108354}",-14.351250524237482,21.5104954672234,14.318591613536507,0.0,,5.345625044962316,71.42857142857143
AMAN.JK,8.348043636506459e-05,"{'beta': array([0.088]), 'alpha': array([0.])}",0.03,"{'net_income': 33524128000.0, 'roa': 0.03889611429835496, 'op_revenue_v_net_income_margin': 67076927000.0, 'lt_debt_decreased_percent': 36.425407674522, 'current_ratio': 0.2814498045438271}",-27.069124210353028,8.654738306661901,13.056431748262028,0.10893972302787253,,5.4405114365024225,0.8849557522123894
AMAR.JK,0.001009960334933899,"{'beta': array([0.204]), 'alpha': array([0.001])}",0.34,"{'net_income': 8586126000.0, 'operating_cashflow': 749906983000.0, 'roa': 0.0021158575893302327, 'op_revenue_v_net_income_margin': 583178848000.0, 'current_ratio': 0.7370542706532993, 'percent_shares_outstanding': 8.922850092481776}",-2.339861695982343,0.4672721616378004,539.3002637194003,0.010496502442490471,754558032000.0,0.804674635555849,1.455063492063492
AMFG.JK,0.000913948424051494,"{'beta': array([-0.103]), 'alpha': array([0.001])}",0.62,"{'op_revenue_v_net_income_margin': 4198776000000.0, 'current_ratio': 0.6320066287708702}",-20.64703666004723,-993.057603686636,-5.916071714460065,0.6863043761246787,,-14.710272277945839,22.36595744680851
AMIN.JK,0.00044182357278625987,"{'beta': array([-0.063]), 'alpha': array([0.])}",0.15,{},,,0.0,0.0,,,27.2108843537415
AMMN.JK,0.010567439092908243,,4.79,"{'net_income': 86319000.0, 'roa': 0.018139746595395745, 'op_revenue_v_net_income_margin': 916787000.0, 'current_ratio': 0.5471321552168347}",-22.782165565870706,0.0011903081333476007,7288028.836367428,1.2884448714499828,,4.1466027439375885,0.0
AMMS.JK,-0.001953296104640731,,-0.69,{},,,0.0,0.0,,,0.0
AMOR.JK,6.346378460439e-05,,0.04,"{'net_income': 79566793815.0, 'roa': 0.2365250683394341, 'op_revenue_v_net_income_margin': 200056173610.0, 'lt_debt_decreased_percent': 99.54991114508016, 'current_ratio': 0.15114662347983593, 'percent_shares_outstanding': 31.198612884110972}",-16.625529269608982,35.94712023592236,26.844987683760678,0.05412297176236737,,27.864066384356967,18.2413703626943
AMRT.JK,0.0016876068905552755,"{'beta': array([-0.002]), 'alpha': array([0.002])}",1.04,"{'net_income': 1061476000000.0, 'roa': 0.04087199199499221, 'op_revenue_v_net_income_margin': 74765404000000.0, 'current_ratio': 0.705964207493024}",-10.691355906693113,25.562644705709324,113.44679055654579,0.25156694509265837,,14.301551150455449,3.874827586206897
ANDI.JK,9.604256100440793e-05,"{'beta': array([0.033]), 'alpha': array([0.])}",0.11,"{'op_revenue_v_net_income_margin': 270384680421.0, 'lt_debt_decreased_percent': 12.150418875227258, 'current_ratio': 0.4768977753539229}",-24.872764258995588,-1.0877255836028474,-45.9674763136362,0.6386342280599925,,-4.057005084306545,0.0
ANJT.JK,0.0007950965316355322,"{'beta': array([-0.001]), 'alpha': array([0.001])}",0.45,"{'net_income': 2347918.0, 'roa': 0.003716608870430564, 'op_revenue_v_net_income_margin': 161751726.0, 'current_ratio': 0.38045238123278713, 'percent_shares_outstanding': 0.023451866652254853}",-38.62770724625803,0.0006999996784897713,1035714.7614184141,0.38829358788031754,,0.6026952641832664,28.937931034482762
ANTM.JK,0.0014477180273946547,"{'beta': array([0.06]), 'alpha': array([0.001])}",0.72,"{'net_income': 1149353000000.0, 'roa': 0.03622346803747035, 'op_revenue_v_net_income_margin': 26223108000000.0, 'lt_debt_decreased_percent': 8.228300340316403, 'current_ratio': 0.3999451236456103}",-28.80208772942648,47.828328899663184,33.97568004955832,0.18429487510402098,,6.036699211762034,41.003797784615394
APEX.JK,0.001277105462999291,"{'beta': array([-0.248]), 'alpha': array([0.001])}",0.36,"{'net_income': 44509502.0, 'roa': 0.1323657340470005, 'op_revenue_v_net_income_margin': 10258004.0, 'lt_debt_decreased_percent': 1.413365635774754, 'current_ratio': 0.6231910489262564}",-15.943559323566085,0.01572773851125423,10745.346502236758,1.0488680488210425,,35.12807582458299,45.562130177514796
APIC.JK,0.0005241770370615473,"{'beta': array([0.017]), 'alpha': array([0.001])}",0.56,"{'net_income': 101781652584.0, 'roa': 0.020848727958759434, 'op_revenue_v_net_income_margin': 2160075669800.0, 'lt_debt_decreased_percent': 9.700294505149232, 'current_ratio': 0.5983283117761883}",6.321480282314727,726.8871949380107,1.444515747852106,0.8108930620503555,,5.388001777420548,0.785560380952381
APII.JK,0.0003380747106952893,"{'beta': array([-0.17]), 'alpha': array([0.])}",0.18,{},,,0.0,0.0,,,6.331575268817205
APLI.JK,0.0027518650270915257,"{'beta': array([0.19]), 'alpha': array([0.003])}",1.09,{},,,0.0,0.0,,,3.571428571428571
APLN.JK,0.00047627535896416245,"{'beta': array([0.082]), 'alpha': array([0.])}",0.26,"{'op_revenue_v_net_income_margin': 5093110805000.0, 'current_ratio': 0.6263666696574334, 'percent_shares_outstanding': 2.4083656987825592}",16.448284679416194,-6.026005374330105,-19.58179468320135,0.868328748292162,,-1.600848572326366,16.94915254237288
ARCI.JK,-0.0008934368375987798,,-0.56,"{'net_income': 123333520.0, 'roa': 0.20547494173069897, 'op_revenue_v_net_income_margin': 269970849.0, 'current_ratio': 0.8428240343728891}",13.70146658894657,0.004966117109355447,70477.59694201543,4.303851764318973,,130.75763793964583,0.0
ARGO.JK,0.00027472525092486473,"{'beta': array([-0.023]), 'alpha': array([0.])}",0.26,"{'op_revenue_v_net_income_margin': 129621682463.62633, 'lt_debt_decreased_percent': 3.825629767948581}",-18.805649823040174,-22.86936669197951,-41.7589176325957,-0.456569653645555,,5.778436244224677,0.0
ARII.JK,-6.640575546038686e-05,"{'beta': array([-0.092]), 'alpha': array([-0.])}",-0.02,"{'op_revenue_v_net_income_margin': 56105000.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.9218019855765767, 'percent_shares_outstanding': 2.5758240280991487}",-63.44846719378554,-0.00406441263185007,-68890.64309214773,3.0194632655772553,,-46.31659359638634,0.0
ARKA.JK,-0.001980882557073677,"{'beta': array([-0.179]), 'alpha': array([-0.002])}",-0.99,"{'op_revenue_v_net_income_margin': 113549282097.0, 'current_ratio': 0.7972626568809089}",14.529070349384757,-15.299810947,-3.2680142371173577,2.5263558591963142,,-33.42168150395064,0.0
ARKO.JK,0.003334810870083963,,1.56,"{'op_revenue_v_net_income_margin': 74722603762.0, 'current_ratio': 0.7846640134133431}",-73.74201611670668,-7.726990501712035,-150.77021250923966,4.555727268388358,,-18.786472581297346,0.0
ARMY.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,"{'net_income': 21619390622.0, 'roa': 0.0124001686704652, 'op_revenue_v_net_income_margin': 44454743495.0, 'current_ratio': 0.15521865354242026}",,,0.0,0.0,,1.4678554069005911,
ARNA.JK,0.0007930252013955145,"{'beta': array([-0.029]), 'alpha': array([0.001])}",0.73,"{'net_income': 323013050227.0, 'roa': 0.16393769743483755, 'op_revenue_v_net_income_margin': 1888730542909.0, 'current_ratio': 0.33770899439867835}",-13.430660441213654,44.63614820381778,15.794373582165418,0.13471711970805292,,25.156045491753854,34.21099290780142
ARTA.JK,0.0031582388575804514,"{'beta': array([-0.141]), 'alpha': array([0.003])}",1.14,{},,,0.0,0.0,,,3.726937269372694
ARTI.JK,-0.0025608817242834996,"{'beta': array([0.067]), 'alpha': array([-0.003])}",-1.67,"{'op_revenue_v_net_income_margin': 794405395089.0, 'current_ratio': 0.9657147765524139}",445.8091804833057,-485.7146998380102,-0.008235287096178132,0.5284489733431219,,-2656.2844443948516,10.9093
ARTO.JK,0.0017599344452161358,"{'beta': array([-0.005]), 'alpha': array([0.002])}",0.63,"{'op_revenue_v_net_income_margin': 255620000000.0, 'current_ratio': 0.4346766990554037, 'percent_shares_outstanding': 23.437366350308157}",-89.15866528796757,-13.681023973234197,-203.20116428703307,0.04558670413922211,-125734000000.0,-15.382773974242353,0.0
ASBI.JK,0.0015668772127960917,"{'beta': array([-0.049]), 'alpha': array([0.002])}",0.66,{},,,0.0,0.0,,,25.803089166666666
ASDM.JK,0.00018158825947177016,"{'beta': array([0.004]), 'alpha': array([0.])}",0.18,"{'net_income': 26804614000.0, 'roa': 0.03120034343057683, 'op_revenue_v_net_income_margin': 179354388000.0, 'current_ratio': 0.5874702921864438}",2.817252231939648,69.80368229166666,7.076990550955146,0.013741887511850803,,7.563174927677668,103.08704453441295
ASGR.JK,0.0004065760078462194,"{'beta': array([-0.017]), 'alpha': array([0.])}",0.48,"{'net_income': 47783000000.0, 'roa': 0.020876595956625894, 'op_revenue_v_net_income_margin': 3301088000000.0, 'current_ratio': 0.31721564414323294}",1.5084697213335132,35.426829331945505,23.99311527530712,0.019610000944474376,,3.0575758235035906,119.76470588235296
ASHA.JK,-0.0010487944392329734,,-0.32,{},,,0.0,0.0,,,0.0
ASII.JK,0.0002898677105266203,"{'beta': array([0.049]), 'alpha': array([0.])}",0.25,"{'net_income': 16164000000000.0, 'roa': 0.04779378065836199, 'op_revenue_v_net_income_margin': 158882000000000.0, 'current_ratio': 0.42208082128189284}",-25.029016853331047,399.27280835671615,13.14890443355605,0.599439822247896,,10.384037208824246,66.01009523809525
ASJT.JK,0.0006087831766645673,"{'beta': array([0.027]), 'alpha': array([0.001])}",0.29,{},,,0.0,0.0,,,84.92493983050848
ASLC.JK,-0.0018356092066601664,,-0.77,"{'net_income': 20534002227.0, 'roa': 0.049690226472244095, 'op_revenue_v_net_income_margin': 167255180774.0, 'lt_debt_decreased_percent': 32.77204761184749, 'current_ratio': 0.41368430085614444}",5.76387557808818,1.610964871603512,70.14429798678526,0.07720069095678693,,12.542411291983981,0.0
ASLI.JK,-0.021667542488291135,,-4.65,{},,,0.0,0.0,,,0.0
ASMI.JK,-0.0025110672306922085,"{'beta': array([-0.04]), 'alpha': array([-0.002])}",-0.8,"{'op_revenue_v_net_income_margin': 303610036870.0, 'lt_debt_decreased_percent': 5.665077700183441, 'current_ratio': 0.5525186541348611, 'percent_shares_outstanding': 9.064071799870845}",-33.19639852286331,-9.881986856973741,-5.059711242655102,0.011324471230684408,,-19.963136763723522,0.0
ASPI.JK,-0.0002378998113597622,"{'beta': array([-0.34]), 'alpha': array([-0.])}",-0.09,{},,,0.0,0.0,,,0.0
ASRI.JK,0.000566092685355918,"{'beta': array([0.053]), 'alpha': array([0.001])}",0.34,"{'op_revenue_v_net_income_margin': 2440958294000.0, 'current_ratio': 0.5578164709570571}",-50.3656028795689,-52.30217154134952,-2.9444284139951873,0.6875606976524191,,-11.066481112394422,27.27272727272727
ASRM.JK,0.00021950598549345113,"{'beta': array([0.025]), 'alpha': array([0.])}",0.17,"{'net_income': 65545412374.0, 'roa': 0.04321971031847805, 'op_revenue_v_net_income_margin': 1331077690426.0, 'current_ratio': 0.6682094816423361}",-16.00325190123434,215.40867207608682,7.427741810853589,0.018455909279623442,,13.026779588013323,
ASSA.JK,0.001454612357535438,"{'beta': array([0.067]), 'alpha': array([0.001])}",0.61,"{'net_income': 87147720192.0, 'roa': 0.01685350766856731, 'op_revenue_v_net_income_margin': 2950211647775.0, 'lt_debt_decreased_percent': 26.61559171835891, 'current_ratio': 0.7216497553428649}",-40.304576509613796,23.609973592289247,33.460435561774844,3.1636149487721457,,6.789497858458563,4.322096075949367
ATAP.JK,-4.0895201368335235e-05,,-0.01,{},,,0.0,0.0,,,2.3200000000000003
ATIC.JK,3.692265587772722e-05,"{'beta': array([-0.136]), 'alpha': array([0.])}",0.01,"{'op_revenue_v_net_income_margin': 6750548911506.0, 'current_ratio': 0.9179954047917397}",-4.855249003068239,-265.6253268126771,-1.4079982676642515,15.136764081592556,,-410.92036931699437,7.219251336898395
AUTO.JK,0.0013101071061401776,"{'beta': array([-0.065]), 'alpha': array([0.001])}",0.97,"{'net_income': 2245000000.0, 'roa': 0.0001478910473149903, 'op_revenue_v_net_income_margin': 11866976000000.0, 'current_ratio': 0.25752824719003714}",-21.663905803607168,0.4657937347659514,4808.9955549220485,0.04340512635414836,,0.02181074240755427,54.41153258928571
AVIA.JK,-0.0005315892339987696,,-0.36,"{'net_income': 1136147153567.0, 'roa': 0.19352231283003038, 'op_revenue_v_net_income_margin': 4595113529677.0, 'current_ratio': 0.20205645994763977}",-15.46368026688131,18.348955641279705,30.51944813361291,0.009849653675757158,,24.252645546230674,7.142857142857142
AWAN.JK,0.005752929467478015,,1.46,{},,,0.0,0.0,,,0.0
AXIO.JK,0.0011530654362704568,,0.42,{},,,0.0,0.0,,,6.944444444444445
AYAM.JK,-0.0013714519693442588,,-0.5,{},,,0.0,0.0,,,0.0
AYLS.JK,0.0012481030575967021,"{'beta': array([-0.161]), 'alpha': array([0.001])}",0.38,{},,,0.0,0.0,,,0.0
BABP.JK,0.0010922302782442619,"{'beta': array([0.048]), 'alpha': array([0.001])}",0.36,"{'net_income': 10414000000.0, 'operating_cashflow': 930355000000.0, 'roa': 0.0008936828107397092, 'op_revenue_v_net_income_margin': 543409000000.0, 'current_ratio': 0.8668797923676365, 'percent_shares_outstanding': 3.689134485797315}",-2.4153746667582916,0.2366049152175493,219.77565407797195,0.48229124981418053,950634000000.0,0.6713351989412321,18.77661730769231
BABY.JK,-0.0033507822717981682,,-0.97,{},,,0.0,0.0,,,0.0
BACA.JK,-0.0007838593730216432,"{'beta': array([0.055]), 'alpha': array([-0.001])}",-0.37,"{'net_income': 61414000000.0, 'roa': 0.003036755451241567, 'op_revenue_v_net_income_margin': 300048000000.0, 'current_ratio': 0.9188871216429868, 'percent_shares_outstanding': 0.04546606756402811}",-20.18045750349454,3.0779330737776767,42.236136031523756,0.6325656599091314,-197534000000.0,3.743863505712967,0.0
BAIK.JK,,,,{},,,0.0,0.0,,,0.0
BAJA.JK,0.0017620485747649435,"{'beta': array([0.151]), 'alpha': array([0.002])}",0.62,"{'net_income': 55118520227.0, 'roa': 0.0725247040826524, 'op_revenue_v_net_income_margin': 1149836260730.0, 'current_ratio': 0.8295320218027628}",-12.334202063361714,30.621400126111112,3.65757279349538,2.720057290564111,,42.54447365987931,2.8125
BALI.JK,0.0007983330578403055,"{'beta': array([-0.02]), 'alpha': array([0.001])}",0.38,"{'net_income': 84397633086.0, 'roa': 0.01814245960332237, 'op_revenue_v_net_income_margin': 694498466049.0, 'lt_debt_decreased_percent': 8.50854426148829, 'current_ratio': 0.531411811802105}",-17.71933352041532,21.45017247428786,50.58234386229669,1.1963265685145366,,3.871656008660726,9.261751152073733
BANK.JK,0.003923827226202029,,1.33,"{'net_income': 44868000000.0, 'operating_cashflow': 7769000000.0, 'roa': 0.06219598917101125, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.11106644468995575}",-25.578909868186678,3.06854791014538,319.36930062583576,0.05147409757451573,20486000000.0,6.996697199636973,0.0
BAPA.JK,0.0011413794762418716,"{'beta': array([-0.168]), 'alpha': array([0.001])}",0.39,"{'op_revenue_v_net_income_margin': 13256809864.0, 'current_ratio': 0.056911721771478886, 'percent_shares_outstanding': 11.966527491421378}",53.66136926745648,-5.648097863272288,-9.560740855986957,0.023830962553742417,,-2.7853781699914126,0.0
BAPI.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
BATA.JK,-0.0022088205892784028,"{'beta': array([-0.115]), 'alpha': array([-0.002])}",-1.2,"{'op_revenue_v_net_income_margin': 637345176000.0, 'current_ratio': 0.38355629208918374}",4.811835147682097,-136.73925384615384,-0.745945272706847,0.27122276061447753,,-37.19284339270089,409.82578431372553
BAUT.JK,-0.001508826132069295,,-0.71,{},,,0.0,0.0,,,0.54
BAYU.JK,0.0007295324879979765,"{'beta': array([0.071]), 'alpha': array([0.001])}",0.4,{},,,0.0,0.0,,,10.75268817204301
BBCA.JK,0.0007017374953967918,"{'beta': array([-0.008]), 'alpha': array([0.001])}",0.8,"{'net_income': 27131109000000.0, 'operating_cashflow': 50978875000000.0, 'roa': 0.025224859881212633, 'op_revenue_v_net_income_margin': 49575335000000.0, 'current_ratio': 0.8282634649205101}",-4.284418552858065,220.0860563092296,46.45909955164752,0.03749632728183334,53652612000000.0,14.697534662742962,10.258190709046456
BBHI.JK,0.006747042645440072,"{'beta': array([-0.071]), 'alpha': array([0.007])}",1.66,"{'net_income': 37011391337.0, 'roa': 0.014308545162071262, 'op_revenue_v_net_income_margin': 20274340559.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.8658246579845768}",-81.16821230263353,1.7032158553038257,678.1289619887709,1.835173068293649,-441748478930.0,10.664064609148916,0.0
BBKP.JK,1.5549713187385087e-05,"{'beta': array([-0.015]), 'alpha': array([0.])}",0.01,"{'op_revenue_v_net_income_margin': 4734799000000.0, 'lt_debt_decreased_percent': 7.41042451426621, 'current_ratio': 0.8940881585359199, 'percent_shares_outstanding': 33.390548329397205}",40.79691083521123,-17.330942824196452,-4.558320963918063,2.6844281150776585,-12972257000000.0,-38.54867376919682,271.47860506329107
BBLD.JK,0.0008808316913558244,"{'beta': array([0.099]), 'alpha': array([0.001])}",0.41,"{'net_income': 20053000000.0, 'roa': 0.004872087358885491, 'op_revenue_v_net_income_margin': 635761000000.0, 'current_ratio': 0.7063443066453348}",27.035665305553184,12.184348511239705,44.31915251782775,3.2549972491759442,,1.659115579619015,69.73911981481481
BBMD.JK,0.0007082903701911505,"{'beta': array([-0.074]), 'alpha': array([0.001])}",0.54,"{'net_income': 325932118524.0, 'operating_cashflow': 1894438892644.0, 'roa': 0.023018202869435823, 'op_revenue_v_net_income_margin': 613951338041.0, 'current_ratio': 0.7168550896750358}",-9.516768194060026,80.93530095302403,25.32887350588649,0.04976813177190531,1902059574379.0,8.129477885729228,
BBNI.JK,0.001211718057429114,"{'beta': array([-0.015]), 'alpha': array([0.001])}",1.06,"{'net_income': 3280403000000.0, 'operating_cashflow': 74253924000000.0, 'roa': 0.0036803155662402487, 'op_revenue_v_net_income_margin': 51066081000000.0, 'lt_debt_decreased_percent': 11.411306064828983, 'current_ratio': 0.8733675981349038}",-4.778693030255229,5668.729079429653,1.084899262925927,0.48998715045413244,75527364000000.0,2.976974299162956,25.802227105691056
BBRI.JK,0.0010088724125456605,"{'beta': array([-0.013]), 'alpha': array([0.001])}",0.91,"{'net_income': 18654753000000.0, 'operating_cashflow': 29804584000000.0, 'roa': 0.011586332858798556, 'op_revenue_v_net_income_margin': 105487029000000.0, 'current_ratio': 0.8574797707092315, 'percent_shares_outstanding': 5.558729144722316}",-16.011575947356917,123.71264530913241,49.50989435796872,0.7651531417484786,34179650000000.0,8.22099314605118,23.223468930612245
BBRM.JK,0.0003357297385936013,"{'beta': array([-0.066]), 'alpha': array([0.])}",0.19,"{'op_revenue_v_net_income_margin': 22520869.0, 'current_ratio': 0.8067632058359259, 'percent_shares_outstanding': 26.225963130755208}",50.27291912163224,-0.0031224974078395006,-20496.414132904752,0.16748208522053293,,-155.3673694442629,71.265625
BBSI.JK,0.0030628855975693985,,1.18,"{'net_income': 35175588135.0, 'roa': 0.02440657201996946, 'op_revenue_v_net_income_margin': 27305418959.0, 'current_ratio': 0.299917710448508, 'percent_shares_outstanding': 21.73913033337565}",-42.146753872842865,9.572317927624418,454.4353867986861,0.0,-462176656962.0,3.486243315140216,0.0
BBSS.JK,5.394907204486437e-05,"{'beta': array([-0.081]), 'alpha': array([0.])}",0.02,{},,,0.0,0.0,,,0.0
BBTN.JK,0.0003616101906407109,"{'beta': array([-0.019]), 'alpha': array([0.])}",0.27,"{'net_income': 1602358000000.0, 'operating_cashflow': 26658603000000.0, 'roa': 0.0044361038485909434, 'op_revenue_v_net_income_margin': 9460995000000.0, 'current_ratio': 0.9446639539169529, 'percent_shares_outstanding': 2.6564941755135836}",-25.885132923516142,114.1735999238698,12.262029058674779,2.5682469396551753,27456689000000.0,8.016662126407324,28.079911756272402
BBYB.JK,0.0017611287660151307,"{'beta': array([0.195]), 'alpha': array([0.002])}",0.52,"{'net_income': 15871502695.0, 'roa': 0.0029276061582983156, 'op_revenue_v_net_income_margin': 225519328597.0, 'lt_debt_decreased_percent': 90.23498960778899, 'current_ratio': 0.7932941846020366, 'percent_shares_outstanding': 24.634413624797595}",-44.89007703080017,1.3183624770532618,201.76545117891246,0.3164402137039842,-127039396531.0,1.4163153332971787,1.0078285714285715
BCAP.JK,-0.0004004222626713481,"{'beta': array([0.103]), 'alpha': array([-0.])}",-0.14,"{'net_income': 62078000000.0, 'roa': 0.003249894013814379, 'op_revenue_v_net_income_margin': 2253440000000.0, 'current_ratio': 0.7333287054356752, 'percent_shares_outstanding': 6.1588264862881354}",-8.193384344982434,1.456583799695435,34.326895582976256,0.5198125520035046,,1.3476239330785906,18.907572
BCIC.JK,-0.002105927280672162,"{'beta': array([0.092]), 'alpha': array([-0.002])}",-0.62,"{'op_revenue_v_net_income_margin': 489563000000.0, 'current_ratio': 0.9109387106671633, 'percent_shares_outstanding': 5.247412313740008}",-96.41810667356658,-1708780.5686752428,-6.437339118695569e-05,0.00022449644200855026,-1524917000000.0,-33.56644471082225,0.0
BCIP.JK,0.0006865225342369233,"{'beta': array([-0.029]), 'alpha': array([0.001])}",0.31,"{'net_income': 11329044491.0, 'roa': 0.01245957029688879, 'op_revenue_v_net_income_margin': 61826183652.0, 'current_ratio': 0.5088425567292723}",21.09883975987568,7.922851971438962,6.815727492406049,0.06398385303001089,,2.5969994803038237,0.0
BDKR.JK,0.00400038935073079,,2.31,"{'net_income': 28378533177.0, 'roa': 0.034062280136086746, 'op_revenue_v_net_income_margin': 384955189246.0, 'lt_debt_decreased_percent': 24.641117083678456, 'current_ratio': 0.3959204928398614}",-13.369166260596185,6.005911617703505,89.07889993302453,0.4151706077333411,,5.638708105861469,0.0
