,Average Daily Returns,beta,alpha,Sharpe Ratio,net_income,operating_cashflow,roa,op_revenue_v_net_income_margin,current_ratio,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield,lt_debt_decreased_percent,percent_shares_outstanding,gross_margin
IRRA.JK,0.0006295242547074148,[0.06],[0.001],0.25,60521992500.0,,0.11306795417064167,503365713817.0,0.547272805612106,-57.272427535216565,38.73655433947773,14.45662913361618,0.8183367564672442,,24.974853636418782,3.214285714285714,,0.7084987810132534,
IRSX.JK,-0.0013123087193114987,,,-0.34,185753424.0,,0.03372878950013677,7193654338.0,0.15020107177502126,-2.882527094312921,0.03714808288883753,1345.9644781568065,0.0,,4.075712859949477,0.0,,,
ISAP.JK,-0.005790180482305719,,,-1.49,,,,,,,,0.0,0.0,,,0.0,,,
ISAT.JK,0.0020444893898110216,[-0.045],[0.002],1.05,,,,28642380000000.0,0.7943030395321728,-11.031654427025398,-88.89339454261149,-125.71237781501536,4.538235329494455,,-6.037825591243894,19.871767337807608,,,
ISSP.JK,0.0014383171840170097,[0.039],[0.001],0.72,175825000000.0,,0.028934747105455613,3599705000000.0,0.45111776248707336,-29.807310467300564,24.885568477810633,11.894443973177875,0.7975703024723358,,5.271691891533721,4.898648648648648,,,
ITIC.JK,-0.001294903681177144,[0.173],[-0.001],-0.65,,,,,,,,0.0,0.0,,,0.0,,,
ITMA.JK,0.001396114911224711,[-0.068],[0.001],0.54,11811130.0,,0.07986501358704563,,0.0017675323886560013,-94.1308239345,0.011822325837146385,77818.86683492604,0.056845360217473107,,8.00064275390215,2.079695652173913,,,
ITMG.JK,0.0018460791655679615,[-0.107],[0.002],1.12,39469000.0,,0.03406526161523663,1145867000.0,0.2695763700028223,-42.925241704477,0.034930791560464455,764368.5930730447,0.06307192297245404,,4.6209268781552355,101.74434456928839,,,
JARR.JK,-0.00032137136101869284,,,-0.1,,,,44198906523.0,0.9850022280647349,-96.60544241267822,-2.508758120940797,-117.98666341297123,87.03171059463773,,-140.25577514138678,0.0,52.86814034502583,,
JAST.JK,0.00013966006605666825,[0.034],[0.],0.05,,,,,,,,0.0,0.0,,,0.0,,,
JATI.JK,-0.003921689089820511,,,-1.11,,,,,,,,0.0,0.0,,,0.0,,,
JAWA.JK,0.0020843623449573086,[0.114],[0.002],0.58,,,,767214558895.0,0.9301535160760988,-45.28638618974465,-18.842605805884727,-3.980341189145759,14.004187774906967,,-131.79646866524752,32.93333333333334,,,
JAYA.JK,0.0012316644038547456,[0.073],[0.001],0.49,3027214839.0,,0.03682646962407373,62448265611.0,0.18803608714601963,-9.59869114528235,3.791131621543605,29.278856837686106,0.4360348787302813,,4.535481077555773,2.7027027027027026,26.939349821282484,,
JECC.JK,-0.0006331761308182446,[-0.028],[-0.001],-0.25,11923930000.0,,0.00787604396811108,1563080667000.0,0.5144809352614838,-8.504498536895639,78.8619708994709,40.57722579719941,0.9935621076500186,,1.6221764059148671,44.375,,,
JGLE.JK,0.0,[0.],[0.],,,,,199499000000.0,0.3835922227187481,1.6443881078589537,-4.928371998250005,-6.898829879739784,0.15802478920698163,,-5.436762680707191,0.0,,,
JIHD.JK,-2.0657147256357043e-05,[-0.02],[-0.],-0.01,,,,938813473000.0,0.27397419299538234,0.3682687327759457,-13.97527040704952,-26.61844738348338,0.048360832342297516,,-0.9028642284746763,0.0,2.79380504913025,,
JKON.JK,-0.001224700750090271,[0.049],[-0.001],-0.59,52959730000.0,,0.011600454077557157,2960819187000.0,0.4122930677572935,-13.398721805501365,3.247369680918696,29.562387234224946,0.12859439647416807,,2.001375215560613,115.00000000000001,,6.1317643083766646e-09,
JKSW.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
JMAS.JK,-0.0001094336846665682,[-0.047],[-0.],-0.03,,,,,,,,0.0,0.0,,,0.0,,,
JPFA.JK,0.0001637230964047941,[0.132],[0.],0.11,916711000000.0,,0.035323654349454524,36048237000000.0,0.5602621941633246,-17.632913902710218,105.17468707694744,11.314509537160568,1.203015420478352,,8.585116375770165,67.22689075630252,4.497204967030431,,
JRPT.JK,0.0006675504256754532,[0.002],[0.001],0.89,924905073000.0,,0.08055596916581594,1260036913000.0,0.3141079303657937,0.48745463601063316,71.63864913494633,9.073314584360594,0.00032475495994046605,,12.280936320234046,65.53846153846153,,7.753627350814615,
JSKY.JK,-1.4521824406161056e-05,[0.096],[-0.],-0.01,6977249334.0,,0.014081445688131704,193281331194.0,0.5313684385031116,35.041173533762034,3.4327733890360097,15.14810158051319,0.7748122795115369,,3.0050559685099616,0.0,83.86277148107698,,
JSMR.JK,0.0003220357333814624,[-0.038],[0.],0.25,501047000000.0,,0.0048137491143676586,13202974000000.0,0.76197124268948,-9.6610038318864,69.03499403408424,80.39400998948203,3.6079888003911402,,2.626791207879802,16.309663063063066,,,
JSPT.JK,0.0006283910322322944,[-0.114],[0.001],0.4,,,,733252647000.0,0.4755269013475015,6.739922597964842,-61.76407703168551,-24.60977437127777,1.2378994390988143,,-6.461570862390712,9.802631578947368,12.739056792554074,,
JTPE.JK,0.0005810577398310648,[0.04],[0.001],0.49,72008562329.0,,0.06936592783970218,906617324816.0,0.2578575735490845,-9.045337776088806,10.509053957534507,29.30806152909494,0.15648679532073104,,9.98615612441565,138.63636363636365,90.0,,
KAEF.JK,0.0005803113394090135,[-0.052],[0.001],0.22,17638834000.0,,0.0010043283106241458,9988534189000.0,0.5954138690908709,-22.177137820695457,3.1687305822300305,287.1812469962584,1.1443247876985414,,0.2522212654107646,0.1395989010989011,20.169799381021207,,
KARW.JK,0.0017762952038389598,[-0.116],[0.002],0.58,69247.0,,0.003321466191789143,4459653.0,,54.362551070455844,0.00011793688726705765,2832023.1925715194,-1.31935219996468,,-0.204191644858988,0.0,,,
KAYU.JK,0.0013415896934703903,[0.012],[0.001],0.42,,,,,,,,0.0,0.0,,,0.0,,,
KBAG.JK,-0.00182380464494191,[-0.093],[-0.002],-0.87,,,,,,,,0.0,0.0,,,1.0294117647058822,,,
KBLI.JK,3.6744871259423364e-06,[-0.058],[0.],0.0,,,,2025773668682.0,0.21914235672838503,11.756499993877688,-101.63250691607143,-3.0305264461728543,0.011540759311773795,,-2.5516178323187875,12.662337662337661,,,
KBLM.JK,0.00046591556213951935,[0.01],[0.],0.28,,,,,,,,0.0,0.0,,,21.374045801526716,,,
KBLV.JK,-0.0009644992231162191,[0.027],[-0.001],-0.35,367000000.0,,5.5555160294802625e-05,188330000000.0,0.8598524957512412,24.306324110671937,0.2106568264695806,199.3764014386921,0.0,,0.01918471746452265,0.0,,,
KBRI.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
KDSI.JK,0.00135364017634535,[0.079],[0.001],0.79,,,,,,,,0.0,0.0,,,1.4367816091954022,,,
KDTN.JK,-0.0014780307804127103,,,-0.81,,,,,,,,0.0,0.0,,,0.0,,,
KEEN.JK,0.0014277604096910126,[0.014],[0.001],0.75,6719182.0,,0.02337894852403256,18666109.0,0.4553401005907076,-30.54622273047097,0.0018326825078240632,439246.83984449296,0.8035410233412873,,4.91242905711326,0.8459627329192547,25.454954061053954,,
KEJU.JK,0.0004878129418535307,[-0.054],[0.001],0.43,121000016429.0,,0.17931057703953493,840217815057.0,0.346626482983369,-7.779790607969312,80.66667761933333,14.256196411445861,0.0,,27.44380853669812,9.826086956521738,,,
KETR.JK,-0.0005386783220532384,,,-0.23,,,,,,,,0.0,0.0,,,0.0,,,
KIAS.JK,-0.0009267983126260961,[0.034],[-0.001],-0.48,,,,491509675587.0,0.16558665463808503,-20.86903415449815,-127.85484753411765,-0.1173205419215513,0.04473330121407984,,-6.846871048111892,22.0,97.85821226844476,,
KICI.JK,0.00019356442330163465,[0.06],[0.],0.07,,,,,,,,0.0,0.0,,,13.513513513513514,,,
KIJA.JK,3.1112238926835954e-05,[0.015],[0.],0.02,,,,2443880405248.0,0.4868717862012588,-3.7815463947827643,-67.13100475316352,-1.8620308225627953,0.8689948957660358,,-0.9124574827046282,3.7479216,2.3552251411382468,,
KING.JK,0.0030061565012473876,,,0.89,,,,,,,,0.0,0.0,,,0.0,,,
KINO.JK,-0.0009681429412737893,[0.095],[-0.001],-0.61,113696602485.0,,0.021638039244496855,3911274439654.0,0.5025077796995217,1.214964014934013,82.45935301467871,17.463149386385112,0.7975160311679873,,4.469743728704071,18.958333333333332,61.19920455470733,,
KIOS.JK,1.88917491271196e-05,[-0.074],[0.],0.01,,,,954172413717.0,0.7354242495688227,169.15879484650065,-38.70117457237706,-1.2919504524725063,0.0,,-83.84497426027292,0.0,,,
KJEN.JK,-0.001102017788408258,[-0.121],[-0.001],-0.28,,,,,,,,0.0,0.0,,,0.0,,,
KKES.JK,-0.0019669795609355825,,,-0.91,,,,,,,,0.0,0.0,,,0.0,,,
KKGI.JK,0.0011611485566602267,[-0.059],[0.001],0.58,,,,79544470.0,0.22484233190067046,-45.34867907301422,-0.0015143077483757905,-219242.0928679095,0.06353920795682405,,-8.748477517107105,162.74096385542168,,,
KLAS.JK,-0.004236161888165182,,,-1.35,,,,,,,,0.0,0.0,,,0.0,,,
KLBF.JK,0.00022097593366786664,[0.118],[0.],0.18,2733259864596.0,,0.12113204602632645,20379395126628.0,0.19004436711880532,-11.989323332618227,59.090356352240526,24.961771954927,0.062397631729951754,,15.70339659051651,28.983050847457626,,,
KLIN.JK,-0.003229057844445871,,,-1.35,,,,,,,,0.0,0.0,,,0.0,,,
KMDS.JK,0.0005421794609338436,,,0.3,,,,,,,,0.0,0.0,,,4.445606694560669,,,
KMTR.JK,0.00048416808655985406,[0.032],[0.],0.3,194795226968.0,,0.037988362137359656,8602710231165.0,0.5961143079657292,-28.58561827807958,23.711070989784144,10.627946755697943,1.2333004787856932,,9.727413513656348,21.72222222222222,100.0,,
KOBX.JK,0.0013733889023382398,[0.158],[0.001],0.54,,,,,,,,0.0,0.0,,,3.4722222222222223,,,
KOCI.JK,-0.005177385658185932,,,-2.24,,,,,,,,0.0,0.0,,,0.0,,,
KOIN.JK,0.0003561938363509759,[-0.234],[0.],0.15,41119888301.0,,0.06084049890366567,1405354951331.0,0.8126893411584538,-43.97083871378286,41.922963243354886,1.6697292983242433,0.148359092863658,,32.48182547494086,0.0,,,
KOKA.JK,-0.007761017443802573,,,-1.84,,,,,,,,0.0,0.0,,,0.0,,,
KONI.JK,0.0026238526047183126,[-0.073],[0.003],0.64,49807916.0,,0.0004388673136730889,95638354715.0,0.4274609413285824,-23.64765341283472,0.1596407564102564,6451.986467371974,0.0,,0.07665319194900612,0.0,,39.682539682539684,
KOPI.JK,0.0004512982034576882,[0.11],[0.],0.15,,,,,,,,0.0,0.0,,,0.0,,,
KOTA.JK,-0.0021393136226889346,[-0.027],[-0.002],-0.84,,,,36150356884.0,0.19126701830981374,-44.33217327574988,-2.7913414160096486,-12.18052360237773,0.16540166235489176,,-2.3146034854471003,0.0,1.4597494846780104,0.06322180539043402,
KPAL.JK,-0.0003495735144785562,[-0.014],[-0.],-0.55,,,,,,,,0.0,0.0,,,0.0,,,
KPAS.JK,0.0005440708165125719,[0.046],[0.001],0.34,,,,,,,,0.0,0.0,,,0.0,,,
KPIG.JK,-0.00022490218475626099,[0.04],[-0.],-0.11,310349134106.0,,0.01054618819234463,367689875487.0,0.20893138668929714,-3.1338718395556486,3.181204913433434,19.175124413524017,0.2577685343694798,,1.3481340626412706,86.22950819672131,,,
KRAH.JK,-0.00011118545167059601,[0.008],[-0.],-0.18,,,,,,,,0.0,0.0,,,0.0,,,
KRAS.JK,-0.0004202673672047328,[0.032],[-0.],-0.24,23675000.0,,0.006790771663995773,1329982000.0,0.8473448871584571,-36.050278917889294,0.0012237419333743645,116854.70285854276,2.779979207584096,,4.107647250695741,14.685314685314685,,21.57384025400747,
KREN.JK,-0.0006826687148960035,[0.03],[-0.001],-0.3,,,,11481255505079.0,0.17578574132126207,-10.00792935507862,-16.931058040845887,-2.0081438453506912,0.18547683033332668,,-29.322079516479917,70.52941176470588,,,
KRYA.JK,-0.0001673390893681308,,,-0.04,,,,,,,,0.0,0.0,,,0.0,,,
KUAS.JK,-0.002503923115396342,,,-1.36,,,,,,,,0.0,0.0,,,0.0,,,
LABA.JK,-0.0009773760464552113,,,-0.36,,,,,,,,0.0,0.0,,,0.0,,,
LAJU.JK,-0.002332388898390065,,,-0.63,,,,,,,,0.0,0.0,,,0.0,,,
LAND.JK,-0.0011466893357369194,[-0.052],[-0.001],-0.35,,,,45174900100.0,0.3550311488613945,-36.07036792159248,-6.427056679868434,-2.022698825843577,0.25256088096788354,,-3.6823041191701202,0.0,7.869016241200131,,
LAPD.JK,-0.0018916898050915804,[0.042],[-0.002],-1.16,,,,69081087061.0,,,,0.0,0.0,,39.01901168023151,50.0,,,
LCGP.JK,0.0,[0.],[0.],,,,,4777280836.0,0.02430679841352081,,,0.0,0.0,,-0.17402190369201362,0.0,,,
LCKM.JK,0.0002502108074304255,[0.016],[0.],0.13,,,,,,,,0.0,0.0,,,1.006711409395973,,,
LEAD.JK,0.0007281345039542633,[-0.068],[0.001],0.37,,,,,,,,0.0,0.0,,,101.49253731343283,,,
LFLO.JK,-0.0002930835764327854,,,-0.12,,,,,,,,0.0,0.0,,,0.0,,,
LIFE.JK,-1.1573389711571423e-05,[0.001],[-0.],-0.01,330939000000.0,,0.020882652189397534,4020264000000.0,0.49220416069203354,7.72354935877646,157.59,38.07348181991243,6.822144457231305e-05,,4.112411046505776,5.283333333333333,,,
LINK.JK,-0.0005000387158813082,[0.073],[-0.001],-0.31,941707000000.0,,0.12073471599218595,3106257000000.0,0.40732939024229203,-9.338081479988354,342.24228728776177,3.1410496012029223,1.4872299300250438,,20.371314581422027,76.56651162790699,93.02779554138574,,
LION.JK,0.0016480711470134013,[0.209],[0.002],0.53,,,,,,,,0.0,0.0,,,407.17299578059067,,,
LIVE.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
LMAS.JK,0.0003429380476765267,[-0.067],[0.],0.14,,,,,,,,0.0,0.0,,,32.14,,,
LMAX.JK,-0.003078625260377737,,,-0.98,,,,,,,,0.0,0.0,,,0.0,,,
LMPI.JK,0.0008477823955266208,[0.003],[0.001],0.38,,,,,,,,0.0,0.0,,,0.0,,,
LMSH.JK,0.0012591165231233916,[-0.324],[0.001],0.45,,,,,,,,0.0,0.0,,,241.3793103448276,,,
LOPI.JK,-0.005819029129727548,,,-2.23,,,,,,,,0.0,0.0,,,0.0,,,
LPCK.JK,8.589634518974593e-05,[-0.049],[0.],0.05,,,,5456692000000.0,0.32310153638484007,-0.14552533148975397,-1363.686679149166,-0.4399837654602252,0.131165525788152,,-57.621884153384606,9.333333333333334,,,
LPGI.JK,0.0008422573251131712,[-0.001],[0.001],0.53,92908485040.0,,0.03299801037962618,1232476448935.0,0.6941731483922684,-25.859049097557897,309.69495013333335,11.81808098073364,0.0027639775653146873,,10.789768853243478,63.743169398907106,,,
LPIN.JK,0.0012167178547926526,[-0.169],[0.001],0.47,,,,,,,,0.0,0.0,,,36.5625,,,
LPKR.JK,-0.0004150759761751756,[-0.066],[-0.],-0.22,,,,20702055000000.0,0.545484684611036,-26.815179151063994,-125.44355053849311,-0.5420764934354579,1.0407033943429742,,-45.64810466487989,110.59755882352943,13.441534022601049,0.1945517819696197,
LPLI.JK,0.0020080814104829,[-0.042],[0.002],0.8,,,,36054000000.0,0.20951093726776285,140.53140096618358,-133.71367106505303,-1.6901787094757779,0.0,,-2.8564935618311753,0.0,,,
LPPF.JK,0.000817368367484573,[0.048],[0.001],0.38,,,,5712239000000.0,0.9080374751110685,-13.371291493427737,-625501.2643538185,-0.0028137433132420426,6.195820837378983,,-150.2588114634205,130.58789772727272,,,
LPPS.JK,7.773328699712017e-05,[0.143],[0.],0.05,15645276591.0,,0.01423841857044983,,0.0036927231756863363,-66.66666666666666,14.104373147613332,4.537599745142147,0.0,,1.4291191986305847,0.0,,,
LRNA.JK,0.0012801943411849654,[-0.032],[0.001],0.48,,,,,,,,0.0,0.0,,,0.0,,,
LSIP.JK,0.0002008529305267916,[0.04],[0.],0.16,696011000000.0,,0.063721002366795,2840710000000.0,0.14792880718732251,-21.848589086709833,102.05500026313352,8.769780977829372,0.0009045779291151364,,7.480054577742547,110.50279329608938,100.0,,
LTLS.JK,0.0013622834906172388,[-0.029],[0.001],0.91,75218000000.0,,0.013640455453171843,5517120000000.0,0.5857543579167884,-15.721484176730648,48.376369217567145,23.565224477119838,0.5106690777547179,,3.708870115583536,41.983429824561405,4.907505687018989,,
LUCK.JK,-0.0007978459833554011,[0.044],[-0.001],-0.29,,,,,,,,0.0,0.0,,,7.8125,,,
LUCY.JK,0.0011505692905263375,,,0.49,,,,,,,,0.0,0.0,,,0.0,,,
MABA.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
MAGP.JK,0.0,[0.],[0.],,,,,375321639142.0,0.859316700494476,,-23.44021184982094,-2.1330865232936,2.2716622062215306,,-133.60094824005148,0.0,,,
MAHA.JK,0.0019107773972340553,,,0.63,135784035000.0,,0.17271653435382867,861750690000.0,0.35937644254104273,-24.394717161421823,8.147367806996925,23.443154221657945,0.7784633134014082,,26.960690462104036,0.0,43.94361263742463,,
MAIN.JK,-0.0008147574014552078,[-0.062],[-0.001],-0.51,,,,7039409087000.0,0.5755609967843202,-23.328627819627545,-17.348375581338704,-29.109353647105625,1.2300901523694965,,-1.9556837980490547,102.0990099009901,9.490055920204957,,
MAMI.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
MANG.JK,0.01165570087777858,,,2.54,,,,,,,,0.0,0.0,,,0.0,,,
MAPA.JK,0.0019508204215103752,[0.017],[0.002],1.06,2078000000.0,,0.00038624312759536145,4779402000000.0,0.44042738787192864,-20.862654464530134,0.07290204752575609,14334.302471145333,0.5861457459914861,,0.06933176919794354,0.0,,,
MAPB.JK,0.0006076106296349782,[-0.053],[0.001],0.33,,,,2209103000000.0,0.5751651776966863,-15.920033988886162,-69.01278469699004,-27.6035811098503,0.48298880350760726,,-15.90127521285711,0.0,,,
MAPI.JK,0.0014275392371117437,[0.082],[0.001],0.83,,,,15401114000000.0,0.6274979890514868,-19.411871696630712,-33.4781980389616,-54.363738391233056,1.2379531311787664,,-10.205051658701477,11.03021978021978,,,
MARI.JK,0.0007376797033702824,[0.098],[0.001],0.25,,,,,,,,0.0,0.0,,,14.32,,,
MARK.JK,0.0010607212722642926,[-0.019],[0.001],0.5,144026946166.0,,0.20011334167339373,421412742726.0,0.4310724427113222,-52.62367089301658,37.90182793842105,20.975241650393045,0.14104215499846948,,35.41266566158882,4.0251572327044025,100.0,,
MASA.JK,0.0031118300829067473,[0.172],[0.003],1.05,35354299.0,,0.07603628090979925,283977965.0,0.4927123957547028,-31.060268349322186,0.0038499934617963307,1142859.0837001181,0.012645551414869236,,14.989033537685263,0.27272727272727276,,,
MASB.JK,-0.00021870544539803958,,,-0.26,108191656140.0,7210593767099.0,0.0050233066018612925,358977279318.0,0.9122552753686111,-32.82888072431678,77.16896268550396,44.059164224565684,0.01556675605124546,7212697346758.0,5.724910099113019,0.0,4.063803678400082,,
MAXI.JK,-0.0028884829779686405,,,-1.71,,,,,,,,0.0,0.0,,,0.0,,,
MAYA.JK,-0.0022382622151856436,[0.259],[-0.002],-0.99,64164000000.0,446415000000.0,0.0006935297202896409,174415000000.0,0.8604112441872813,-48.837264161058854,93.02190828602347,3.526051078112337,0.29159185161953144,561787000000.0,0.49683781208002553,52.439878048780486,,,
MBAP.JK,0.0014479728006215255,[0.13],[0.001],0.85,27467417.0,,0.15094218155384306,173739870.0,0.2404362266682688,-35.06093300517183,0.022380907739866108,148340.72141257403,0.0,,19.872290691567358,62.652710843373484,,,
MBMA.JK,-0.0011357866898669391,,,-0.59,6928852.0,,0.0021234108890785374,1321397584.0,0.2922360731264259,,-1.9332377083206434e-07,-2544953462.6933613,45.331235517869345,,-0.19220973342798667,0.0,17.706372372478047,,
MBSS.JK,0.0018966223463576751,[0.001],[0.002],0.9,,,,69852059.0,0.19528881541356097,-25.26022260595863,-0.00856512540420794,-119671.33598492677,0.09286543791981487,,-10.348814338842455,27.15229268292683,,,
MBTO.JK,0.0014022994946507924,[-0.025],[0.001],0.48,,,,,,,,0.0,0.0,,,22.22222222222222,,,
MCAS.JK,0.0015862502319689425,[0.03],[0.002],0.72,25638796168.0,,0.01397070108806094,11308798141740.0,0.2742323049068106,-10.579474885928668,29.54006404217896,52.809635001892495,0.6160428265820383,,5.365681872810632,0.0,,,
MCOL.JK,0.002562231619368001,,,1.57,40884566.0,,0.1289213064537329,258095430.0,0.47913040194167356,-56.87464529636886,0.011498770021015334,504401.7742245326,0.47670961630097763,,27.589199829403338,3.637931034482759,,3.571471619878741,
MCOR.JK,-0.00038927581337941413,[0.036],[-0.],-0.27,49979000000.0,,0.001980497926478626,600821000000.0,0.7615779915122197,-20.417721364197757,1.3180220674697136,55.38602258772685,0.09324621625484733,-2385996000000.0,0.830669089250681,0.0,4.6844135076662585,31.137953911989662,
MDIA.JK,0.0004355974205736138,[0.132],[0.],0.22,100881726000.0,,0.015297632681516082,1181164211000.0,0.6146716683260884,-5.331535477709692,2.5724961462912637,13.216735056733665,0.7001439529660727,,4.001200617284104,10.588235294117647,95.49649733636686,,
MDKA.JK,0.001156223377810623,[0.038],[0.001],0.59,36196133.0,,0.03893704231488072,285664752.0,0.3936727020230249,-15.512442076432187,0.001505368481615063,1514579.3391089595,2.9707035863663465,,6.76576455339889,0.0,15.990844789383868,0.9925240494399116,
MDKI.JK,0.0006825955620435872,[0.007],[0.001],0.47,,,,,,,,0.0,0.0,,,22.3479702970297,,,
MDLN.JK,0.00031404925084998743,[0.035],[0.],0.16,,,,2495387888203.0,0.7158116465288622,-63.58203725474972,-319.0845113181198,-0.156698298496072,1.491385231559846,,-41.79605319090433,74.0,98.30158595944164,,
MDRN.JK,-0.0020400483909501664,[0.045],[-0.002],-0.96,,,,295009369654.0,,11.67011343779452,-41.28605778671566,-0.12110625882059432,-0.7864733686314943,,38.62093938615087,310.76,,,
MEDC.JK,0.0018484118413505354,[0.01],[0.002],0.84,,,,1292728230.0,0.7968116235167403,-12.15580648501236,-0.007704075888361146,-185616.03243814848,3.099265988183194,,-19.140062723560067,0.0,7.6681138654238605,8.755705211887427,
MEDS.JK,-0.001575769643182966,,,-0.41,,,,,,,,0.0,0.0,,,0.0,,,
MEGA.JK,0.0006336728772600589,[-0.044],[0.001],0.39,3008311000000.0,,0.02681140703509034,3282177000000.0,0.837720860308,-15.524119417336221,256.2248984156952,20.684953073535283,1.0333610618348377,-454245000000.0,16.521782828019322,21.648188679245283,,,
MEJA.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
MENN.JK,-0.007759114025347568,,,-2.01,,,,,,,,0.0,0.0,,,0.0,,,
MERK.JK,0.0005380776849781105,[-0.057],[0.001],0.58,71902263000.0,,0.07732248856939128,583944862000.0,0.34113094330254146,-38.383096595599255,160.49612276785714,24.86041364233557,0.026196637962998894,,11.735638179301604,1383.7408521303257,,,
META.JK,0.0015315050683144503,[0.235],[0.001],0.67,69392144520.0,,0.011868633866177782,1500727161441.0,0.4261519457455192,85.85923885093455,4.005249298627545,59.422019019279034,2.716410105541283,,2.6717229067283115,3.1239999999999997,25.083380345338213,,
MFIN.JK,0.0016837007909540058,[-0.104],[0.002],1.25,174397000000.0,,0.041420598979715194,1347227000000.0,0.4454265908194318,-12.840425915816954,65.81019185800172,48.32078300062501,1.3539896594768588,,7.468911832775725,14.388993710691825,53.4846558649088,,
MFMI.JK,0.00045322071359750834,[0.013],[0.],0.22,,,,,,,,0.0,0.0,,,82.43541666666665,,,
MGLV.JK,-0.00023562361343549017,,,-0.08,,,,,,,,0.0,0.0,,,0.0,,,
MGNA.JK,-0.0017884660086859652,[0.04],[-0.002],-1.62,,,,,,,,0.0,0.0,,,0.0,,,
MGRO.JK,-9.775355936616025e-05,[-0.048],[-0.],-0.1,,,,4158314596261.0,0.5652526356282924,-43.84673884516743,-14.6791383636144,-47.34610321016636,2.826977959044797,,-9.1537664339282,1.0071942446043165,4.996581695870479,,
MICE.JK,0.0008831061643718264,[-0.159],[0.001],0.56,2697762418.0,,0.0026969967550313,651587551151.0,0.31948148583316155,-15.105950032725982,4.557770209358274,115.18790458589596,0.4250742532254148,,0.39632612219523367,37.904761904761905,,,
MIDI.JK,0.001922738137376173,[0.046],[0.002],0.85,200272000000.0,,0.03380863930659472,12459433000000.0,0.7638798972195217,-6.804538798336518,5.989837117010284,70.45266703523208,0.4543987480006237,,14.323702282815018,31.51421800947867,,,
MIKA.JK,0.0005005740606738539,[-0.024],[0.001],0.34,841673247185.0,,0.13208354286206136,2577669500161.0,0.13420431129583987,-21.446215505944654,60.51937769177637,45.27475503721716,0.0,,17.107518132150684,5.62043795620438,,,
MINA.JK,0.0005133427923310669,[-0.114],[0.001],0.24,,,,13538301715.0,0.042701216701802144,-6.5040378756995905,-1.4917882276248884,-24.802448038424718,0.04232079855126209,,-8.831951780672624,0.0,,,
MIRA.JK,-0.0017919221485057425,[0.151],[-0.002],-0.96,,,,104995437397.0,0.32071858798987307,1.5833168642876074,-4.552889997310642,-1.3178442711210145,0.2404785627884145,,-8.426847268100381,0.0,,,
MITI.JK,0.0014510003059639539,[-0.231],[0.002],0.48,2293238800.0,,0.04149965820976065,,0.0627995526294185,-100.0,0.6476721639610568,290.27031029127886,0.21132528990717175,,4.428045070421433,0.0,100.0,62.3383039398497,
MKAP.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
MKNT.JK,-0.0018470469479487238,[0.259],[-0.002],-0.47,,,,3503499449146.0,0.9142837623617759,71.1888114725781,-9.264371481149254,-0.21588080789609032,6.512981848868341,,-115.70308195444304,0.0,,7.735085942134204,
MKPI.JK,0.0008484575129118858,[-0.007],[0.001],0.65,231273751285.0,,0.03033926762569254,988520198063.0,0.26441571964596255,-7.451242233667841,243.90974335163045,111.72165418875974,0.052562921720082346,,4.1243426539806896,9.434495412844035,3.446925307581167,,
MKTR.JK,0.0008696207011345397,,,0.32,,,,227704227000.0,0.6699833857588563,-55.558526646592114,-0.0004821626345012752,-257174.6359571379,2.778712927666011,,-0.0023424068374377875,0.0,,,
MLBI.JK,-0.00030607582243433727,[0.009],[-0.],-0.39,285666000000.0,,0.09825395324041034,1699343000000.0,0.5069843590118404,-19.75485117118982,135.57949279682603,52.367801748895566,0.2680009558598166,,19.93510028053427,2469.042253521127,25.214033298116505,,
MLIA.JK,0.0021399680077732537,[-0.03],[0.002],0.95,55089347000.0,,0.009590721319883073,3681023433000.0,0.5213051734941366,-16.044697116440844,8.32794353242806,48.75153132572074,0.33659292844190625,,2.0035147214538784,0.0,,,
MLPL.JK,0.0010365841294348293,[0.265],[0.001],0.38,,,,11070482000000.0,0.7472732819186035,-0.317803237255548,-1694.8574243865291,-0.030091026694153915,0.6412525616471588,,-23.549440626737976,96.37254901960785,14.842538151484897,,
MLPT.JK,0.0016052090265523719,[0.042],[0.002],0.72,172535000000.0,,0.0713602685414273,2513262000000.0,0.6351963477571778,-10.376221408154045,92.01866352576295,17.279103380531488,0.3162560209582347,,21.200920609135558,28.69874213836478,,,
MMIX.JK,-0.0018414217906296524,,,-0.67,,,,,,,,0.0,0.0,,,0.0,,,
MMLP.JK,0.001184021740369246,[-0.],[0.001],0.57,,,,488635481000.0,0.14324508300443392,6.382259564040929,-22.043230473614475,-13.881812847997889,0.35368116089290585,,-3.829424683134519,0.0,12.78085744308223,,
